    PID   RSS    VSZ CMD
 124543  1536  85264 adb -s 192.168.1.173:5555 shell CLASSPATH=/data/local/tmp/scrcpy-server.jar app_process / com.genymobile.scrcpy.Server 2.4 scid=66cd17af log_level=info video_bit_rate=500000 max_size=1024
 124580 50292 3517128 scrcpy -s 192.168.1.175 --window-title 175 --video-bit-rate=500K -m 1024 --legacy-paste -S
 124587 50484 3253840 scrcpy -s 192.168.1.176 --window-title 176 --video-bit-rate=500K -m 1024 --legacy-paste -S
 124654  1728  85264 adb -s 192.168.1.175:5555 shell CLASSPATH=/data/local/tmp/scrcpy-server.jar app_process / com.genymobile.scrcpy.Server 2.4 scid=2b3765b2 log_level=info video_bit_rate=500000 max_size=1024
 124658  1728  85264 adb -s 192.168.1.176:5555 shell CLASSPATH=/data/local/tmp/scrcpy-server.jar app_process / com.genymobile.scrcpy.Server 2.4 scid=55a14c1f log_level=info video_bit_rate=500000 max_size=1024
 138422     0      0 [kworker/7:0-events]
 145206     0      0 [kworker/3:2-events]
 159398     0      0 [kworker/18:0-events]
 167500     0      0 [kworker/11:1-events]
 167501     0      0 [kworker/10:0-mm_percpu_wq]
 167533 36676 3165768 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com -M 0 -D 0:0:3840:2160:2:54:0:0:0:0
 167618     0      0 [kworker/8:1-rcu_gp]
 171884     0      0 [kworker/4:1-events]
 171888     0      0 [kworker/17:1-rcu_gp]
 171952     0      0 [kworker/16:2-mm_percpu_wq]
 172676     0      0 [kworker/4:2-events]
 175968     0      0 [kworker/6:1-rcu_par_gp]
 176459     0      0 [kworker/15:2-mm_percpu_wq]
 176535     0      0 [kworker/5:0-rcu_gp]
 178764     0      0 [kworker/3:1-events]
 178924     0      0 [kworker/6:0-mm_percpu_wq]
 179094     0      0 [kworker/1:1-mm_percpu_wq]
 179128     0      0 [kworker/9:1-events]
 179163     0      0 [kworker/15:1-events]
 179165     0      0 [kworker/11:0-rcu_par_gp]
 179301     0      0 [kworker/18:2-events]
 179392     0      0 [kworker/7:1-mm_percpu_wq]
 179396     0      0 [scsi_eh_8]
 179397     0      0 [scsi_tmf_8]
 179398     0      0 [usb-storage]
 179504     0      0 [kworker/16:0-mm_percpu_wq]
 183146     0      0 [kworker/9:0-mm_percpu_wq]
 183147     0      0 [kworker/8:2-mm_percpu_wq]
 184443     0      0 [kworker/19:0-mm_percpu_wq]
 186638     0      0 [kworker/19:1]
 186639     0      0 [kworker/13:2-rcu_par_gp]
 186640     0      0 [kworker/17:0-mm_percpu_wq]
 186658     0      0 [kworker/5:2-mm_percpu_wq]
 186660     0      0 [kworker/14:2-rcu_par_gp]
 189107 3097592 5826892 /usr/bin/rqiner -i XKDKXQQDMEEYRGDRSNFEDYKSPVLDZIHERAPRIPSJXEJUHTZWAEPAUUWDAKAB -l Ryzen9_3900X -t 20
 189295  4904  17484 sshd: rshell [priv]
 189298  5760  17972 /lib/systemd/systemd --user
 189299  8164 172292 (sd-pam)
 189307  3840  41976 /usr/bin/pipewire
 189308  4224  26136 /usr/bin/pipewire-media-session
 189309 10616 300420 /usr/bin/pulseaudio --daemonize=no --log-target=journal
 189310  2688  38952 /snap/snapd-desktop-integration/157/usr/bin/snapd-desktop-integration
 189347  4924  17620 sshd: rshell
 189364  5092  17228 sshd: rshell [priv]
 189409  4728  17488 sshd: rshell
 189424  4728  17484 sshd: rshell [priv]
 189430  2496   8484 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
 189471  4732  17620 sshd: rshell
 189515  5068 278760 /snap/snapd-desktop-integration/157/usr/bin/snapd-desktop-integration
 197084     0      0 [kworker/1:0-rcu_par_gp]
 197085     0      0 [kworker/13:1-mm_percpu_wq]
 197322     0      0 [kworker/2:2-events]
 211332     0      0 [kworker/10:2]
 312734  7104  75528 /usr/sbin/cupsd -l
 312737  5760 172636 /usr/sbin/cups-browsed
 313435     0      0 [kworker/12:1-rcu_gp]
 316136     0      0 [kworker/2:1-mm_percpu_wq]
 318350 1888592 14025832 /snap/firefox/4336/usr/lib/firefox/firefox
 318490 23424 211940 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -parentBuildID 20240527194810 -prefsLen 38810 -prefMapSize 254053 -appDir /snap/firefox/4336/usr/lib/firefox/browser {a1caac65-d7e6-4ad6-9a03-dece7b48470c} 318350 true socket
 318499     0      0 [kworker/0:2-events_freezable]
 318517 103584 2530496 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 38951 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {a0b652f2-8c1d-41c0-84c5-4a1291bf971a} 318350 true tab
 318627 140632 19651644 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 44535 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {6679bbe1-7a3e-45fa-9a60-57df1e92d497} 318350 true tab
 318735 28676 352312 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -parentBuildID 20240527194810 -sandboxingKind 0 -prefsLen 44576 -prefMapSize 254053 -appDir /snap/firefox/4336/usr/lib/firefox/browser {a8f108f6-bb78-4ca2-a99a-d4a26796d3b7} 318350 true utility
 318818 156608 2692316 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 33585 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {6c945563-bae5-4e6e-80c3-95ae41c7096a} 318350 true tab
 319204 26108 409152 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -parentBuildID 20240527194810 -prefsLen 44708 -prefMapSize 254053 -appDir /snap/firefox/4336/usr/lib/firefox/browser {db4602cf-0ed9-4df0-bd81-5d0d63b661e3} 318350 true rdd
 320755 79812 1177824212 /snap/caprine/65/caprine --no-sandbox
 320992 14976 33966256 /snap/caprine/65/caprine --type=zygote --no-zygote-sandbox --no-sandbox
 320993 14976 33966260 /snap/caprine/65/caprine --type=zygote --no-sandbox
 321180 96852 34204992 /snap/caprine/65/caprine --type=gpu-process --no-sandbox --enable-crash-reporter=542b2ca2-8ae1-4539-aabe-1911500d46bb,no_channel --user-data-dir=/home/artur/snap/caprine/65/.config/Caprine --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,700714598335428084,7380259714286875916,262144 --disable-features=SpareRendererForSitePerProcess
 321221 28248 34181416 /snap/caprine/65/caprine --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=542b2ca2-8ae1-4539-aabe-1911500d46bb,no_channel --user-data-dir=/home/artur/snap/caprine/65/.config/Caprine --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,700714598335428084,7380259714286875916,262144 --disable-features=SpareRendererForSitePerProcess
 321293 211832 1188222476 /snap/caprine/65/caprine --type=renderer --enable-crash-reporter=542b2ca2-8ae1-4539-aabe-1911500d46bb,no_channel --user-data-dir=/home/artur/snap/caprine/65/.config/Caprine --app-path=/snap/caprine/65/resources/app.asar --no-sandbox --no-zygote --no-sandbox --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1717315536301656 --launch-time-ticks=141065704192 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,700714598335428084,7380259714286875916,262144 --disable-features=SpareRendererForSitePerProcess
 321338 43208 1185951096 /snap/caprine/65/caprine --type=renderer --enable-crash-reporter=542b2ca2-8ae1-4539-aabe-1911500d46bb,no_channel --user-data-dir=/home/artur/snap/caprine/65/.config/Caprine --app-path=/snap/caprine/65/resources/app.asar --enable-sandbox --no-sandbox --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1717315536301656 --launch-time-ticks=141066800644 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,700714598335428084,7380259714286875916,262144 --disable-features=SpareRendererForSitePerProcess
 322803     0      0 [kworker/u64:2-flush-8:16]
 323195     0      0 [kworker/23:0-events]
 323443 158788 2664696 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 20 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {71b5df81-3e18-496c-b600-2034f8b59cbd} 318350 true tab
 323447 134416 2731456 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 21 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {06a1b2af-b8b6-4d9f-9038-f94c534552a5} 318350 true tab
 323616     0      0 [kworker/12:2-mm_percpu_wq]
 323978     0      0 [kworker/0:1-cgroup_destroy]
 324015 18816 34303504 /snap/caprine/65/caprine --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=542b2ca2-8ae1-4539-aabe-1911500d46bb,no_channel --user-data-dir=/home/artur/snap/caprine/65/.config/Caprine --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,700714598335428084,7380259714286875916,262144 --disable-features=SpareRendererForSitePerProcess
 324240     0      0 [kworker/u64:3-events_unbound]
 324302 180528 2561644 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 24 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {b9f03ddd-35b3-4281-9c0c-f30fbf1bd605} 318350 true tab
 324407 233980 1177964008 /snap/code/159/usr/share/code/code --no-sandbox --force-user-env
 324409 16320 34046120 /snap/code/159/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
 324410 16896 34046136 /snap/code/159/usr/share/code/code --type=zygote --no-sandbox
 324423  5696 33601272 /snap/code/159/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/artur/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=16d71e05-41f4-480c-b164-7cb1681158b8&iid=16d71e05-41f4-480c-b164-7cb1681158b8&sid=16d71e05-41f4-480c-b164-7cb1681158b8 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.89.1 --annotation=lsb-release=Ubuntu 22.04.4 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=28.2.8 --initial-client-fd=47 --shared-client-connection
 324438 164968 34011360 /snap/code/159/usr/share/code/code --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=324423 --enable-crash-reporter=7f1a6806-cd38-4230-847a-1de2b96530f2,no_channel --user-data-dir=/home/artur/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,7960818703231292637,17509940958237603203,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
 324455 25968 33858892 /snap/code/159/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=324423 --enable-crash-reporter=7f1a6806-cd38-4230-847a-1de2b96530f2,no_channel --user-data-dir=/home/artur/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,7960818703231292637,17509940958237603203,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
 324478 217716 1188706904 /snap/code/159/usr/share/code/code --type=renderer --crashpad-handler-pid=324423 --enable-crash-reporter=7f1a6806-cd38-4230-847a-1de2b96530f2,no_channel --user-data-dir=/home/artur/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/159/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --first-renderer-process --no-sandbox --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1717315536301655 --launch-time-ticks=144663328130 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,7960818703231292637,17509940958237603203,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:c89e5c22-2c75-4c18-baa0-4a5e59ed9dde
 324547 52592 1177721716 /snap/code/159/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=324423 --enable-crash-reporter=7f1a6806-cd38-4230-847a-1de2b96530f2,no_channel --user-data-dir=/home/artur/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,7960818703231292637,17509940958237603203,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
 324568 51540 1177707516 /snap/code/159/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=324423 --enable-crash-reporter=7f1a6806-cd38-4230-847a-1de2b96530f2,no_channel --user-data-dir=/home/artur/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,7960818703231292637,17509940958237603203,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
 324819     0      0 [kworker/14:0-mm_percpu_wq]
 324837 40752 1177724492 /snap/code/159/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=324423 --enable-crash-reporter=7f1a6806-cd38-4230-847a-1de2b96530f2,no_channel --user-data-dir=/home/artur/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,7960818703231292637,17509940958237603203,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
 324838 70780 1177709136 /snap/code/159/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=324423 --enable-crash-reporter=7f1a6806-cd38-4230-847a-1de2b96530f2,no_channel --user-data-dir=/home/artur/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,7960818703231292637,17509940958237603203,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
 325119  5184  13876 bash
 325263 159224 2542400 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 25 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {c19b895b-eb18-48e3-925e-629527081952} 318350 true tab
 325313 217636 2687260 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 26 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {af9e3676-9be1-4956-b63e-e30e2c1b33c7} 318350 true tab
 325476     0      0 [kworker/21:3-events]
 325477 142400 2533488 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 28 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {d1bd32f0-d83a-42b5-807e-3ab9a81c45ca} 318350 true tab
 325631  4608   9060 /usr/bin/bash --init-file /snap/code/159/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
 325968 160112 2533160 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 29 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {aa014543-b3ea-492c-974c-0f8042b9fe8a} 318350 true tab
 326020     0      0 [kworker/22:0-events]
 326385 222860 2618584 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 33 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {37b5a3cb-7a5a-445c-81bb-84b51db97547} 318350 true tab
 326575 244376 6974316 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 35 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {6c41c4c5-806a-4412-ae4e-1662083dfb0c} 318350 true tab
 326697     0      0 [kworker/20:2-events]
 326698     0      0 [kworker/22:1-events]
 326741     0      0 [kworker/u64:0-flush-8:16]
 326802 151868 2517748 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 36 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {9a96a234-1973-4dbc-b64a-09872c993e55} 318350 true tab
 326854 142980 2569840 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 37 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {e285b1a5-560f-4d10-ba88-dd4c8c8018b3} 318350 true tab
 327399 56444 1041548 gnome-system-monitor
 327790     0      0 [kworker/u64:1-ext4-rsv-conversion]
 328241     0      0 [kworker/23:2-events]
 328243     0      0 [kworker/20:0-inet_frag_wq]
 328289 197620 2554392 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 38 -isForBrowser -prefsLen 33787 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {4da339b4-e1e8-43e1-9ce5-8c34fd1673e3} 318350 true tab
 328371     0      0 [kworker/21:1-events]
 329124     0      0 [kworker/23:1-events]
 329139 155804 2515192 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 39 -isForBrowser -prefsLen 34779 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {a332a449-3c05-40df-b2cc-c84ca0967da6} 318350 true tab
 329175 73920 2399792 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 40 -isForBrowser -prefsLen 34779 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {d807fad0-b1cc-4d15-a81f-d7d724f8281a} 318350 true tab
 329239 74112 2399808 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 41 -isForBrowser -prefsLen 34779 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {4d44eb8c-a0c0-40b3-beec-d944e9888238} 318350 true tab
 329333 76032 2399816 /snap/firefox/4336/usr/lib/firefox/firefox -contentproc -childID 42 -isForBrowser -prefsLen 34779 -prefMapSize 254053 -jsInitLen 231800 -parentBuildID 20240527194810 -greomni /snap/firefox/4336/usr/lib/firefox/omni.ja -appomni /snap/firefox/4336/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/4336/usr/lib/firefox/browser {afd89ae3-68a3-45b5-8b0f-1bb176b31fab} 318350 true tab
 329391  1536   3212 sleep 3600
 329630  5952  16956 sudo ps -e -o pid,rss,vsz,cmd
 329631  2312  16956 sudo ps -e -o pid,rss,vsz,cmd
 329632  3072  15204 ps -e -o pid,rss,vsz,cmd
